time,x,z,heading,state,lane_index,turn_phase,left_vel,right_vel,lane_dir
0.0160,9.500067,-9.499963,0.000000,DRIVE_LANE,0,NONE,-5.0000,-5.0000,-X
0.0320,9.498543,-9.499995,0.000082,DRIVE_LANE,0,NONE,-4.9986,-4.9986,-X
0.0480,9.494851,-9.500016,0.000149,DRIVE_LANE,0,NONE,-4.9976,-4.9976,-X
0.0640,9.488985,-9.500034,0.000214,DRIVE_LANE,0,NONE,-4.9966,-4.9966,-X
0.0800,9.481488,-9.500039,0.000214,DRIVE_LANE,0,NONE,-4.9965,-4.9965,-X
0.0960,9.472736,-9.500044,0.000214,DRIVE_LANE,0,NONE,-4.9964,-4.9964,-X
0.1120,9.462737,-9.500048,0.000215,DRIVE_LANE,0,NONE,-4.9963,-4.9963,-X
0.1280,9.451508,-9.500052,0.000215,DRIVE_LANE,0,NONE,-4.9962,-4.9962,-X
0.1440,9.444936,-9.500054,0.000215,DRIVE_LANE,0,NONE,-4.9962,-4.9962,-X
0.1600,9.437144,-9.500057,0.000215,DRIVE_LANE,0,NONE,-4.9961,-4.9961,-X
0.1760,9.428115,-9.500059,0.000215,DRIVE_LANE,0,NONE,-4.9961,-4.9961,-X
0.1920,9.420557,-9.500062,0.000215,DRIVE_LANE,0,NONE,-4.9960,-4.9960,-X
0.2080,9.411770,-9.500064,0.000215,DRIVE_LANE,0,NONE,-4.9960,-4.9960,-X
0.2240,9.404101,-9.500066,0.000215,DRIVE_LANE,0,NONE,-4.9959,-4.9959,-X
0.2400,9.396155,-9.500068,0.000215,DRIVE_LANE,0,NONE,-4.9959,-4.9959,-X
0.2560,9.388190,-9.500070,0.000215,DRIVE_LANE,0,NONE,-4.9958,-4.9958,-X
0.2720,9.380219,-9.500072,0.000215,DRIVE_LANE,0,NONE,-4.9958,-4.9958,-X
0.2880,9.372244,-9.500074,0.000215,DRIVE_LANE,0,NONE,-4.9958,-4.9958,-X
0.3040,9.364265,-9.500076,0.000215,DRIVE_LANE,0,NONE,-4.9957,-4.9957,-X
0.3200,9.356283,-9.500077,0.000215,DRIVE_LANE,0,NONE,-4.9957,-4.9957,-X
0.3360,9.348299,-9.500079,0.000215,DRIVE_LANE,0,NONE,-4.9956,-4.9956,-X
0.3520,9.340313,-9.500081,0.000215,DRIVE_LANE,0,NONE,-4.9956,-4.9956,-X
0.3680,9.332326,-9.500083,0.000215,DRIVE_LANE,0,NONE,-4.9956,-4.9956,-X
0.3840,9.324337,-9.500084,0.000215,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.4000,9.316348,-9.500086,0.000215,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.4160,9.308358,-9.500088,0.000215,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.4320,9.300368,-9.500090,0.000215,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.4480,9.292377,-9.500091,0.000210,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.4640,9.284386,-9.500093,0.000205,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.4800,9.276394,-9.500094,0.000201,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.4960,9.268403,-9.500096,0.000201,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.5120,9.260411,-9.500097,0.000196,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.5280,9.252419,-9.500098,0.000191,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.5440,9.244426,-9.500100,0.000191,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.5600,9.236434,-9.500101,0.000186,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.5760,9.228442,-9.500102,0.000181,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.5920,9.220449,-9.500103,0.000181,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.6080,9.212457,-9.500105,0.000181,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.6240,9.204464,-9.500106,0.000175,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.6400,9.196471,-9.500107,0.000175,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.6560,9.188479,-9.500108,0.000169,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.6720,9.180486,-9.500109,0.000169,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.6880,9.172494,-9.500110,0.000163,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.7040,9.164501,-9.500111,0.000163,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.7200,9.156508,-9.500112,0.000157,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.7360,9.148515,-9.500113,0.000157,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.7520,9.140523,-9.500114,0.000157,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.7680,9.132530,-9.500115,0.000152,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.7840,9.124537,-9.500116,0.000152,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.8000,9.116545,-9.500117,0.000152,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.8160,9.108552,-9.500118,0.000146,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.8320,9.100559,-9.500119,0.000146,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.8480,9.092566,-9.500119,0.000140,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.8640,9.084574,-9.500120,0.000140,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.8800,9.076581,-9.500121,0.000140,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.8960,9.068588,-9.500122,0.000134,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.9120,9.060595,-9.500123,0.000134,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.9280,9.052603,-9.500124,0.000134,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.9440,9.044610,-9.500125,0.000129,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.9600,9.036617,-9.500126,0.000129,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
0.9760,9.028624,-9.500127,0.000129,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
0.9920,9.020632,-9.500127,0.000123,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.0080,9.012639,-9.500128,0.000123,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.0240,9.004646,-9.500129,0.000123,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.0400,8.996653,-9.500130,0.000118,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.0560,8.988661,-9.500130,0.000118,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.0720,8.980668,-9.500131,0.000118,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.0880,8.972675,-9.500132,0.000113,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.1040,8.964682,-9.500133,0.000113,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.1200,8.956690,-9.500134,0.000113,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.1360,8.948697,-9.500134,0.000107,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.1520,8.940704,-9.500135,0.000107,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.1680,8.932711,-9.500136,0.000107,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.1840,8.924719,-9.500136,0.000102,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.2000,8.916726,-9.500137,0.000102,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.2160,8.908733,-9.500138,0.000102,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.2320,8.900740,-9.500138,0.000102,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.2480,8.892748,-9.500139,0.000097,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.2640,8.884755,-9.500140,0.000097,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.2800,8.876762,-9.500140,0.000097,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.2960,8.868769,-9.500141,0.000092,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.3120,8.860777,-9.500141,0.000092,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.3280,8.852784,-9.500142,0.000092,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.3440,8.844791,-9.500143,0.000092,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.3600,8.836798,-9.500143,0.000087,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.3760,8.828806,-9.500144,0.000087,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.3920,8.820813,-9.500145,0.000087,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.4080,8.812820,-9.500145,0.000082,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.4240,8.804827,-9.500146,0.000082,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.4400,8.796835,-9.500146,0.000082,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.4560,8.788842,-9.500147,0.000082,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.4720,8.780849,-9.500147,0.000077,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.4880,8.772856,-9.500148,0.000077,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.5040,8.764864,-9.500148,0.000077,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.5200,8.756871,-9.500149,0.000077,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.5360,8.748878,-9.500149,0.000072,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.5520,8.740885,-9.500150,0.000072,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.5680,8.732893,-9.500150,0.000072,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.5840,8.724900,-9.500151,0.000072,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.6000,8.716907,-9.500152,0.000072,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.6160,8.708914,-9.500152,0.000068,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.6320,8.700922,-9.500152,0.000068,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.6480,8.692929,-9.500153,0.000068,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.6640,8.684936,-9.500153,0.000068,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.6800,8.676943,-9.500154,0.000063,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.6960,8.668951,-9.500154,0.000063,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.7120,8.660958,-9.500155,0.000063,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.7280,8.652965,-9.500155,0.000063,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.7440,8.644972,-9.500155,0.000058,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.7600,8.636980,-9.500156,0.000058,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.7760,8.628987,-9.500156,0.000058,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.7920,8.620994,-9.500157,0.000058,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.8080,8.613001,-9.500157,0.000058,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.8240,8.605009,-9.500157,0.000054,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.8400,8.597016,-9.500158,0.000054,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.8560,8.589023,-9.500158,0.000054,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.8720,8.581030,-9.500159,0.000054,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.8880,8.573038,-9.500159,0.000054,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.9040,8.565045,-9.500160,0.000054,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
1.9200,8.557052,-9.500160,0.000049,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.9360,8.549059,-9.500160,0.000049,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.9520,8.541067,-9.500160,0.000049,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.9680,8.533074,-9.500161,0.000049,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
1.9840,8.525081,-9.500161,0.000049,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0000,8.517088,-9.500162,0.000049,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.0160,8.509096,-9.500162,0.000044,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0320,8.501103,-9.500162,0.000044,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0480,8.493110,-9.500162,0.000044,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0640,8.485117,-9.500163,0.000044,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0800,8.477125,-9.500163,0.000044,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.0960,8.469132,-9.500163,0.000044,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.1120,8.461139,-9.500164,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.1280,8.453146,-9.500164,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.1440,8.445154,-9.500164,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.1600,8.437161,-9.500164,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.1760,8.429168,-9.500165,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.1920,8.421175,-9.500165,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.2080,8.413183,-9.500165,0.000040,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.2240,8.405190,-9.500166,0.000040,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.2400,8.397197,-9.500166,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.2560,8.389204,-9.500166,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.2720,8.381212,-9.500166,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.2880,8.373219,-9.500167,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.3040,8.365226,-9.500167,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.3200,8.357233,-9.500167,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.3360,8.349241,-9.500167,0.000035,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.3520,8.341248,-9.500168,0.000035,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.3680,8.333255,-9.500168,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.3840,8.325262,-9.500168,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4000,8.317270,-9.500168,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4160,8.309277,-9.500168,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4320,8.301284,-9.500169,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4480,8.293291,-9.500169,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4640,8.285298,-9.500169,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4800,8.277306,-9.500169,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.4960,8.269313,-9.500169,0.000030,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.5120,8.261320,-9.500170,0.000030,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.5280,8.253328,-9.500170,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.5440,8.245335,-9.500170,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.5600,8.237342,-9.500170,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.5760,8.229349,-9.500170,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.5920,8.221356,-9.500170,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6080,8.213364,-9.500171,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6240,8.205371,-9.500171,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6400,8.197378,-9.500171,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6560,8.189385,-9.500171,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6720,8.181393,-9.500171,0.000026,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.6880,8.173400,-9.500172,0.000026,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.7040,8.165407,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.7200,8.157414,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.7360,8.149422,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.7520,8.141429,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.7680,8.133436,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.7840,8.125443,-9.500172,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8000,8.117451,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8160,8.109458,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8320,8.101465,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8480,8.093472,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8640,8.085480,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8800,8.077487,-9.500173,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.8960,8.069494,-9.500174,0.000021,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.9120,8.061501,-9.500174,0.000021,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
2.9280,8.053509,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.9440,8.045516,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.9600,8.037523,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.9760,8.029530,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
2.9920,8.021537,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0080,8.013545,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0240,8.005552,-9.500174,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0400,7.997559,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0560,7.989566,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0720,7.981574,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.0880,7.973581,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1040,7.965588,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1200,7.957595,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1360,7.949603,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1520,7.941610,-9.500175,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1680,7.933617,-9.500176,0.000016,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.1840,7.925624,-9.500176,0.000016,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
3.2000,7.917632,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2160,7.909639,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2320,7.901646,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2480,7.893653,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2640,7.885661,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2800,7.877668,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.2960,7.869675,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3120,7.861682,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3280,7.853689,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3440,7.845697,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3600,7.837704,-9.500176,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3760,7.829711,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.3920,7.821718,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4080,7.813726,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4240,7.805733,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4400,7.797740,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4560,7.789747,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4720,7.781755,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.4880,7.773762,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5040,7.765769,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5200,7.757776,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5360,7.749784,-9.500177,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5520,7.741791,-9.500178,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5680,7.733798,-9.500178,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.5840,7.725805,-9.500178,0.000012,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6000,7.717813,-9.500178,0.000012,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
3.6160,7.709820,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6320,7.701827,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6480,7.693834,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6640,7.685842,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6800,7.677849,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.6960,7.669856,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7120,7.661863,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7280,7.653870,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7440,7.645878,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7600,7.637885,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7760,7.629892,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.7920,7.621899,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8080,7.613906,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8240,7.605914,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8400,7.597921,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8560,7.589928,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8720,7.581935,-9.500178,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.8880,7.573943,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9040,7.565950,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9200,7.557957,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9360,7.549964,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9520,7.541971,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9680,7.533979,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
3.9840,7.525986,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0000,7.517993,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0160,7.510000,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0320,7.502008,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0480,7.494015,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0640,7.486022,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0800,7.478029,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.0960,7.470037,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1120,7.462044,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1280,7.454051,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1440,7.446058,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1600,7.438066,-9.500179,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1760,7.430073,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.1920,7.422080,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.2080,7.414088,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.2240,7.406095,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.2400,7.398102,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.2560,7.390109,-9.500180,0.000007,DRIVE_LANE,0,NONE,-4.9938,-4.9971,-X
4.2720,7.382117,-9.500180,0.000002,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
4.2880,7.374124,-9.500180,0.000002,DRIVE_LANE,0,NONE,-4.9955,-4.9955,-X
